Offset(V)     Pid     Handle     Access Type             Details
0xe23aafb8    816      0x254    0x20019 Key              MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS NT\TERMINAL SERVICES
0xe1a2f148    816      0x258    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER
0xe1a3d148    816      0x25c    0x20019 Key              MACHINE\SOFTWARE\POLICIES
0x81edefb0    816      0x260   0x1f0003 Event            
0x81edef80    816      0x264   0x1f0003 Event            
0x821dfc98    816      0x268   0x1f0003 Event            
0xe1ab9430    816      0x26c   0x1f0001 Port             
0x822b62a8    816      0x270   0x1f03ff Thread           TID 3488 PID 816
0xe23d7798    816      0x278   0x1f0001 Port             
0x821b1230    816      0x27c   0x1f03ff Thread           TID 1256 PID 816
0xe23dcc78    816      0x280   0x1f0001 Port             
0x81f26378    816      0x284   0x1f0003 Event            
0xe1b04dd8    816      0x28c  0x20f003f Key              USER
0xe1a5ab58    816      0x290   0x1f0001 Port             
0xe2247450    816      0x294   0x1f0001 Port             
0xe2566bf8    816      0x29c    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0xe22a14c0    816      0x2a0    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81e7f0b0    816      0x2a4   0x1f0003 Event            
0xe2298d30    816      0x2a8    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x82113b00    816      0x2ac   0x1f0003 Event            
0xe25f4e40    816      0x2b0       0x10 Key              USER
0x81edf668    816      0x2b4   0x1f0003 Event            
0xe22a1f78    816      0x2b8    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x81e60d80    816      0x2bc   0x1f0003 Event            
0xe2615148    816      0x2c0       0x10 Key              USER
0x81e60c60    816      0x2c4   0x1f0003 Event            
0xe2622e40    816      0x2c8    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81e60f90    816      0x2cc   0x1f0003 Event            
0xe2619430    816      0x2d0    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x82114c58    816      0x2d4   0x1f0003 Event            
0xe25fc450    816      0x2d8    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x82114ba8    816      0x2dc   0x1f0003 Event            
0xe2297870    816      0x2e0    0xf003f Key              MACHINE\SOFTWARE\CLASSES
0x82114b48    816      0x2e4   0x1f0003 Event            
0xe2297910    816      0x2e8    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x82114ae8    816      0x2ec   0x1f0003 Event            
0xe1b09140    816      0x2f0       0x10 Key              USER
0x82114ab8    816      0x2f4   0x1f0003 Event            
0xe261f8c0    816      0x2f8    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81e28ff0    816      0x2fc   0x1f0003 Event            
0xe1b7d380    816      0x300    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x82123df8    816      0x304   0x1f0003 Event            
0xe261f858    816      0x308    0xf003f Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81e28e88    816      0x30c   0x1f0003 Event            
0xe27092f8    816      0x310   0x1f0001 Port             
0xe11b6658    816      0x320   0x1f0001 Port             
0xe181f8d0    816      0x32c        0x2 Section          ShimSharedMemory
0x822a2278    816      0x330   0x120001 Mutant           ShimCacheMutex
0x81f68a40    816      0x334   0x1f0003 Event            
0x82300060    816     0x8374   0x1f0003 Semaphore        
0xe10096b0    872        0x4    0x20003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58    872        0x8        0x3 Directory        KnownDlls
0x822704e8    872        0xc   0x100020 File             \Device\HarddiskVolume1\WINDOWS\system32
0x821bc268    872       0x10   0x100003 Semaphore        
0xe17d9748    872       0x14    0xf000f Directory        Windows
0xe1a31858    872       0x18  0x21f0001 Port             
0x821bc2a0    872       0x1c   0x100003 Semaphore        
0xe1820f58    872       0x20    0x2000f Directory        BaseNamedObjects
0x822357f0    872       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0xe19922c0    872       0x28  0x2020019 Key              MACHINE
0x82170b70    872       0x2c  0x21f0003 Event            
0x821bdd70    872       0x30    0xf037f WindowStation    Service-0x0-3e4$
0x81f91ed8    872       0x34    0xf01ff Desktop          Default
0x821bdd70    872       0x38    0xf037f WindowStation    Service-0x0-3e4$
0x821186a0    872       0x3c   0x1f0003 Event            
0x821bc230    872       0x40   0x100003 Semaphore        
0x821bc1f8    872       0x44   0x100003 Semaphore        
0xe19579f0    872       0x48    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x82351cc8    872       0x4c   0x1f0003 Event            
0x81f5e6e8    872       0x50   0x100001 File             \Device\KsecDD
0x82351c98    872       0x54   0x1f0003 Event            
0xe19e8138    872       0x58    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x822b90e0    872       0x5c   0x100002 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x821c2e20    872       0x60   0x1f0003 Event            
0x82234800    872       0x64   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x822bb148    872       0x68   0x1f0003 Event            
0x820ffe30    872       0x6c   0x1f0003 Event            
0x821c2e58    872       0x70   0x12019f File             \Device\NamedPipe\net\NtControlPipe3
0x820ffe00    872       0x74   0x1f0003 Event            
0x8220fc80    872       0x78   0x1f03ff Thread           TID 876 PID 872
0x821d52d0    872       0x7c   0x1f0003 Event            
0xe1a4d2d0    872       0x80   0x1f0001 Port             
0x82196da8    872       0x84   0x1f03ff Thread           TID 880 PID 872
0x81f421a0    872       0x88   0x1f0003 Event            
0x8236e2e0    872       0x8c   0x1f0003 Event            
0x8236e280    872       0x90   0x1f0003 Event            
0x81f42170    872       0x94   0x1f0003 Event            
0x8212f3f0    872       0x98   0x1f0003 IoCompletion     
0x821c3318    872       0x9c   0x1f0003 IoCompletion     
0x8212f3f0    872       0xa0   0x1f0003 IoCompletion     
0xe1820148    872       0xa4  0x20f003f Key              USER\S-1-5-20_CLASSES
0xe1a4d918    872       0xa8    0x20019 Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x81f42140    872       0xac   0x1f0003 Event            
0xe1a5be40    872       0xb0    0x20019 Key              MACHINE\SOFTWARE\CLASSES\APPID
0x823511d0    872       0xb4   0x1f0003 Event            
0x82366698    872       0xb8   0x1f0003 Event            
0x82366668    872       0xbc   0x1f0003 Event            
0x822c8bb8    872       0xc0   0x100000 File             \Device\Dfs
0xe1a2f758    872       0xc4   0x1f0001 Port             
0xe1a5d470    872       0xc8    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\OLE
0x821a0f38    872       0xcc   0x1f0003 Event            
0x821a24a0    872       0xd0   0x1f0003 Event            
0xe1848540    872       0xd4       0x10 Key              MACHINE\SOFTWARE\MICROSOFT\OLE
0x81f2d3b0    872       0xd8   0x1f0003 Timer            
0x81f5e320    872       0xdc  0x21f0003 Event            
0x81f1d558    872       0xe0   0x1f03ff Thread           TID 900 PID 872
0x82224d40    872       0xe4   0x1f0003 IoCompletion     
0x8222e2c8    872       0xe8   0x1f0003 Timer            
0x81f5bda8    872       0xec   0x1f03ff Thread           TID 908 PID 872
0xe1943138    872       0xf0    0x20019 Key              MACHINE\SOFTWARE\POLICIES
0x81f9cf58    872       0xf4   0x1f0003 Event            
0xe19cb568    872       0xf8       0x10 Key              MACHINE\SOFTWARE\POLICIES
0x81f8dad0    872       0xfc   0x1f0003 Event            
0xe1a12588    872      0x100   0x1f0001 Port             epmapper
0xe2705498    872      0x104   0x1f0001 Port             
0x81e785c8    872      0x108   0x1f0003 Event            
0x81f9e610    872      0x10c   0x1f0003 Event            
0x82196da8    872      0x110   0x1f03ff Thread           TID 880 PID 872
0xe1848ba8    872      0x114    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0x8222dd48    872      0x118   0x1f0003 Event            
0xe1a5ce30    872      0x11c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0x8220fc00    872      0x120   0x1f0003 Event            
0x81f638b8    872      0x124   0x1f01ff File             \Device\Tcp
0x81f9cf90    872      0x128   0x1f01ff File             \Device\Afd\Endpoint
0xe1195d48    872      0x12c    0xf01ff Token            
0xe2b20be0    872      0x130        0xc Token            
0x81f00e98    872      0x134   0x1f0003 Event            
0xe19a58d8    872      0x138   0x1f0001 Port             
0xe24ef430    872      0x13c   0x1f0001 Port             
0x8224cd78    872      0x140   0x1f01ff File             \Device\Afd\Endpoint
0x81f0ed60    872      0x144   0x1f0003 Event            
0x81f0eae8    872      0x148   0x1f03ff Thread           TID 924 PID 872
0x81f10b68    872      0x14c   0x160089 File             \Device\NamedPipe\Winsock2\CatalogChangeListener-368-0
0x81f0ea78    872      0x150   0x1f0003 Event            
0x81f10f90    872      0x154   0x1f01ff File             \Device\Afd\Endpoint
0x81f1d9d0    872      0x158   0x120116 File             \Device\Tcp
0x81f10de0    872      0x15c   0x1200a0 File             \Device\Tcp
0x81f1d938    872      0x160   0x1200a0 File             \Device\Ip
0x81f54f90    872      0x164   0x100003 File             \Device\Ip
0x81f54ef8    872      0x168   0x1200a0 File             \Device\Ip
0x81f54eb8    872      0x16c   0x100003 Semaphore        
0x81f1d8d0    872      0x170   0x100003 Event            
0x81f108e8    872      0x174   0x100003 Semaphore        
0xe1a70e30    872      0x178    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE
0xe1a48130    872      0x17c    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
0xe1a72e30    872      0x180    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
0xe19d59b0    872      0x184    0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
0x81f0eae8    872      0x188   0x1f03ff Thread           TID 924 PID 872
0x81f1d900    872      0x18c   0x1f0003 Event            
0x81f32d18    872      0x190   0x1f01ff File             \Device\Afd\Endpoint
0x81f266a8    872      0x194   0x1200a0 File             \Device\Tcp
0x81fa7c70    872      0x198   0x1f0003 Event            ScmCreatedEvent
0x821943b8    872      0x19c   0x1f0003 Event            
0x821cb660    872      0x1a0   0x1f01ff File             \Device\Afd\Endpoint
0x8219bca0    872      0x1a4   0x1f0003 Event            
0xe1a48470    872      0x1a8   0x1f0001 Port             
0xe1943020    872      0x1ac   0x1f0001 Port             
0x81f19590    872      0x1b0   0x1f0003 Event            
0xe1a12030    872      0x1b4    0xf01ff Token            
0xe24acb90    872      0x1b8   0x1f0001 Port             
0xe238c1c0    872      0x1bc    0xf01ff Token            
0xe1b4e8d0    872      0x1c0    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0xe1aa0bf8    872      0x1c4    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x81f8aae8    872      0x1c8   0x1f0003 Event            
0xe1a3d8a8    872      0x1cc    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81f8c900    872      0x1d0   0x1f0003 Event            
0xe1b4ee28    872      0x1d4       0x10 Key              USER
0x81f946c8    872      0x1d8   0x1f0003 Event            
0xe23d7e40    872      0x1dc    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x81f89c58    872      0x1e0   0x1f0003 Event            
0xe19e5da0    872      0x1e4       0x10 Key              USER
0x822352a8    872      0x1e8   0x1f0003 Event            
0xe19e5d38    872      0x1ec    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81f522a8    872      0x1f0   0x1f0003 Event            
0xe24dfb18    872      0x1f4    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81f57060    872      0x1f8   0x1f0003 Event            
0xe24dfab0    872      0x1fc    0x20019 Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x822568b0    872      0x200   0x1f0003 Event            
0xe23dcda0    872      0x204    0x20019 Key              MACHINE\SOFTWARE\CLASSES
0x81f48f10    872      0x208   0x1f0003 Event            
0xe23dcd38    872      0x20c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x821b3ae8    872      0x210   0x1f0003 Event            
0xe1a618c8    872      0x214       0x10 Key              USER
0x82239f10    872      0x218   0x1f0003 Event            
0xe1a61860    872      0x21c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x81f51f10    872      0x220   0x1f0003 Event            
0xe1bfcb90    872      0x224    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\COM3
0x821fdd78    872      0x228   0x1f0003 Event            
0xe1bfcb28    872      0x22c    0x20019 Key              MACHINE\SOFTWARE\CLASSES\CLSID
0x821fe718    872      0x230   0x1f0003 Event            
0x81efb220    872      0x234   0x12019f File             \Device\NamedPipe\epmapper
0x8223e818    872      0x238   0x12019f File             \Device\NamedPipe\epmapper
0x81f512e0    872      0x23c   0x1f0003 Event            
0x81f980d8    872      0x240   0x1f0003 Event            
0x81f57108    872      0x244   0x1f0003 Event            
0x81f570d8    872      0x248   0x1f0003 Event            
0x81f570a8    872      0x24c   0x1f0003 Event            
0xe19e01a0    872      0x250   0x1f0001 Port             
0xe163c7c8    872      0x254    0xf01ff Token            
0x81efb178    872      0x258   0x1f0003 Event            
0x8222f408    872      0x25c   0x1f0003 Event            
0x8222f438    872      0x260   0x1f0003 Event            
0x8222f3d8    872      0x264   0x1f0003 Event            
0xe1a7ed48    872      0x268        0xc Token            
0xe1a00020    872      0x26c   0x1f0001 Port             
0x82091d38    872      0x270   0x1f0003 Event            
0x81f5bda8    872      0x274   0x1f03ff Thread           TID 908 PID 872
0x81f54378    872      0x278   0x1f0003 Event            
0x81fa09d0    872      0x27c   0x1f0003 Event            
0x81f2f6a8    872      0x280   0x1f0003 Event            
0x81f5bda8    872      0x284   0x1f03ff Thread           TID 908 PID 872
0x8218c0c8    872      0x288   0x1f0003 Event            
0xe1bb1aa0    872      0x28c   0x1f0001 Port             
0xe1b894d0    872      0x290   0x1f0001 Port             
0x81f46c18    872      0x294   0x1f0003 Event            
0xe1bf3870    872      0x298   0x1f0001 Port             
0xe2249870    872      0x29c   0x1f0001 Port             
0x81f26260    872      0x2a0   0x1f0003 Event            
0xe1bc3270    872      0x2a4   0x1f0001 Port             
0xe256b5a0    872      0x2a8   0x1f0001 Port             
0x81eb8180    872      0x2ac   0x1f0003 Event            
0xe292b428    872      0x2b0   0x1f0001 Port             
0x81e7f020    872      0x2b4   0x1f0003 Event            
0xe27c3da8    872      0x2b8    0xf01ff Token            
0x81f678e0    872      0x2bc   0x1f0003 Event            
0xe258bd78    872      0x2c0   0x1f0001 Port             
0xe25a8030    872      0x2c4    0xf01ff Token            
0x8213ff28    872      0x2c8   0x1f0003 Event            
