Offset(P)    #Ptr   #Hnd Access Name
0x022c1b48      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022c1e80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x022c3c20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x022c3e78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x022c46a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\basesrv.dll
0x022c49b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrsrv.dll
0x022c4b88      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\msvcr71.dll
0x022c4e90      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\client\jvm.dll
0x022c5308      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\dnsjava-2.0.6.jar
0x022c5430      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\net.dll
0x022c5598      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\daap.jar
0x022c7920      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Accessibility.api
0x022c8028      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\MozillaInterfaces-1.9.jar
0x022c8a88      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\ntuser.dat.LOG
0x022c8b20      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\NTUSER.DAT
0x022c92f8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\security\java.policy
0x022c93f8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022c97f8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\zip.dll
0x022c9b70      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\java.dll
0x022c9e50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vgaoem.fon
0x022ca138      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\verify.dll
0x022ca398      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022ca8b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022ca950      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vgasys.fon
0x022ca9e8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\hpi.dll
0x022cac48      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022cb258      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\bin\client\classes.jsa
0x022cb828      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x022cbe30      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x022cc468      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x022cc6c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022cc928      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x022ccd28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
0x022cd1c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x022cd440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sorttbls.nls
0x022cd540      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shsvcs.dll
0x022ce428      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x022ce708      2      1 ------ \Device\Afd\Endpoint
0x022ce880      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022cea78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022cf280      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x022cf580      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\locale.nls
0x022cf840      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\unicode.nls
0x022cf8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nv4_disp.dll
0x022cfb38      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022cfd98      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x022d07a8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\AppFramework.jar
0x022d0a98      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\messages.jar
0x022d0e10      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\log4j.jar
0x022d1028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x022d1248      2      1 ------ \Device\NamedPipe\InitShutdown
0x022d1a20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
0x022d1e60      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x022d2450      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usp10.dll
0x022d2550      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x022d27b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d2978      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\browser\xulrunner\MSVCP71.DLL
0x022d2a10      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d3218      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x022d3478      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\commons-logging.jar
0x022d36c8      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\software
0x022d3760      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\chsime\applets
0x022d3ad8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Desktop\NC.EXE
0x022d3d30      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY.LOG
0x022d41d8      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\commons-codec-1.3.jar
0x022d4438      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d4698      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\base64-2.2.2.jar
0x022d4b40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x022d4de8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_aut
0x022d5028      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\clink.jar
0x022d52a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x022d5340      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsrv.dll
0x022d55a0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d5a68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x022d5b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x022d5dc8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d6028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\dxg.sys
0x022d67c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userenv.dll
0x022d68c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x022d6f90      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\ga[1].js
0x022d7320      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x022d78d8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\addyn_3[2]
0x022d7970      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d7a08      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d7d78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d7e78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d8300      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x022d86d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d87f8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d8d18      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d8ed8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x022d9028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x022d91f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x022d9838      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jpeg.dll
0x022d9b88      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin
0x022d9f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cleaedos.dll
0x022fb1f8      2      0 RWD--- \Device\HarddiskVolume1\$SetEndOfFileInfo
0x02301f90      2      1 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Resource\CMap
0x02302318      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\Macromed\Flash\Flash10e.ocx
0x0230a120      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0230a220      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0230bac8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0230bd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x0230bee8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x02312508      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Real\RealPlayer\realplay.exe
0x02312760      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\c[1].gif
0x023147c8      2      1 ------ \Device\NamedPipe\TerminalServer\AutoReconnect
0x02318628      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x023191f8      3      0 RWD--- \Device\HarddiskVolume1\$LogFile
0x0231a028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0231a778      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0231a9f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0231b1a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbc32.dll
0x0231c9f8      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x0231e568      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x0232ef50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
0x0233f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x0233f1e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\acadproc.dll
0x0233fa00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x0233fc60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x023403a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02340f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x023416d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02341bf8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x023431b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02343248      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02343938      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
0x02350028      3      1 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\lib\ext\QTJava.zip
0x023505c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02350908      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02350d68      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02351330      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02351790      1      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\LimeWire.jar
0x02351d58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02351e58      3      1 R--rw- \Device\HarddiskVolume1\Program Files\Java\jre6\lib\rt.jar
0x023522a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x02352780      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x023528f0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\LimeWire.jar
0x023529d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02352bb0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\pango.pyd
0x02352cd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x02352d68      2      1 ------ \Device\NamedPipe\W32TIME
0x023553d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02355768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x02355858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x023559c0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_aut
0x02355e78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msgina.dll
0x023661d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x02366390      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x023666f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x02366858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x023674d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0236a5d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x0236a670      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x0236b368      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236b6b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236b888      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x0236c028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0236c1c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236c560      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236c838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
0x0236da78      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236e1c0      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\MozillaGlue-1.9.jar
0x0236e398      2      1 ------ \Device\NamedPipe\spoolss
0x0236e4c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0236e778      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\jquery_ui.core[1].js
0x023734b0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Mozilla\Firefox\Profiles\1gm4twd8.default\Cache
0x023735f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\inetsrv
0x02373848      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x02373cf8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cleaedos.dll
0x02374028      3      0 RWD--- \Device\HarddiskVolume1\$BitMap
0x02374658      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x02375358      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02375710      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\EventBus-1.2b.jar
0x02375b30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x02376820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x023774d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x02377568      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02377aa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x02377b38      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02377d58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x02377f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0238c3c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x0238c540      1      1 ------ \Device\Afd\Endpoint
0x0238d788      3      0 RWD--- \Device\HarddiskVolume1\$MftMirr
0x0238d828      3      1 R--rw- \Device\HarddiskVolume1\Program Files\LimeWire\lib\commons-math-1.2.jar
0x023af598      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x023af850      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\My Documents\aut91657.doc
0x023c15c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb\msvcp80.dll
0x023ed280      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
